time,open,high,low,close,Volume,Volume MA,Aroon Up,Aroon Down,Plot,Plot
1588283280,286.67,287.46,286.55,287.09,550,509,7.142857142857143,100,-1.4203892857141516,0
1588283520,287.04,287.04,287.04,287.04,130,500.5,0,92.85714285714286,-1.6936464285712889,0
1588283760,286.64,286.75,286.64,286.75,200,495.5,7.142857142857143,85.71428571428571,-1.9696214285712894,0
1588284000,286,286,286,286,100,460.5,0,100,-2.261610714285574,0
1588284180,285.36,285.36,285.36,285.36,100,440.5,21.428571428571427,100,-2.549503571428423,0
1588284240,285.25,285.4,285.25,285.4,500,440.5,14.285714285714286,100,-2.8010107142855603,0
1588284300,285,285,285,285,200,415.5,7.142857142857143,100,-2.951914285714124,0
1588285920,287.31,287.31,287.31,287.31,100,325.5,0,92.85714285714286,-2.552078571428405,0
1588290960,286.12,286.12,286.12,286.12,200,325.5,0,85.71428571428571,-2.4297321428569743,0
1588291080,286.14,286.14,286.14,286.14,100,315.5,0,78.57142857142857,-2.1981535714284073,0
1588291140,286.14,286.14,286.14,286.14,300,320.5,14.285714285714286,71.42857142857143,-2.01803214285698,0
1588330860,285.55,285.55,285.55,285.55,100,320.5,7.142857142857143,64.28571428571429,-2.0025642857141177,0
1588333260,284.97,284.97,284.97,284.97,350,333,0,100,-2.0343607142855387,0
1588333860,285.76,285.76,285.76,285.76,278,326.9,0,92.85714285714286,-1.748807142856981,0
1588333920,285.62,285.62,285.62,285.62,600,351.9,0,85.71428571428571,-1.4812607142855518,0
1588333980,285.62,285.62,285.62,285.62,304,351.55,42.857142857142854,78.57142857142857,-1.2210999999998442,0
1588334340,285.5,285.5,285.5,285.5,100,346.55,35.714285714285715,71.42857142857143,-1.0494178571427024,0
1588334400,285.06,285.06,285.06,285.06,200,351.55,28.571428571428573,64.28571428571429,-0.9959214285712752,0
1588334460,285.06,285.06,285.06,285.06,700,289,21.428571428571427,57.142857142857146,-0.8918285714284353,0
1588334520,285,285,285,285,300,270.6,14.285714285714286,50,-0.7865535714284533,0
1588334940,285.75,285.75,285.75,285.75,400,263.1,7.142857142857143,42.857142857142854,-0.559539285714179,0
1588335000,285.6,285.6,285.6,285.6,100,261.6,0,35.714285714285715,-0.3758464285713121,0
1588335060,285.69,285.69,285.69,285.69,200,261.6,7.142857142857143,28.571428571428573,-0.2142357142856084,0
1588335120,285.89,285.89,285.89,285.89,100,261.6,0,21.428571428571427,-0.09283571428562087,0
1588335480,285.56,285.56,285.56,285.56,200,266.6,0,14.285714285714286,-0.10628571428562483,0
1588336020,285.02,285.02,285.02,285.02,500,266.6,85.71428571428571,7.142857142857143,-0.23838214285706227,0
1588336080,285.08,285.08,285.05,285.05,900,301.6,78.57142857142857,0,-0.41217499999992435,0
1588336320,285.32,285.32,285.32,285.32,200,306.6,71.42857142857143,42.857142857142854,-0.23641785714278019,0
1588336500,285.6,285.6,285.6,285.6,165,304.85,64.28571428571429,35.714285714285715,-0.1173499999999219,0
1588336740,285.89,285.89,285.89,285.89,600,329.85,57.142857142857146,28.571428571428573,0.05254285714292184,0
1588337460,286.11,286.11,286.11,286.11,1079,368.8,100,21.428571428571427,0.2503321428572092,0
1588337640,286.78,286.78,286.78,286.78,349,381.25,100,14.285714285714286,0.45949285714292354,0
1588337760,287.25,287.25,287.25,287.25,100,368.75,100,7.142857142857143,0.6358142857143565,0
1588337880,286.8,286.8,286.8,286.8,100,359.85,92.85714285714286,0,0.7793071428572207,0
1588337940,286.65,286.81,286.65,286.81,1319,395.8,85.71428571428571,35.714285714285715,0.9045000000000811,0
1588338000,286.64,286.64,286.63,286.63,300,395.6,78.57142857142857,28.571428571428573,0.9950035714286489,0
1588338060,286.7,286.7,286.32,286.32,250,403.1,71.42857142857143,21.428571428571427,0.9985928571429409,0
1588338120,286.3,286.3,286.3,286.3,500,418.1,64.28571428571429,14.285714285714286,0.9388535714286637,0
1588338420,286.76,286.85,286.76,286.85,600,413.1,57.142857142857146,7.142857142857143,0.9594750000001024,0
1588338480,286.88,286.98,286.88,286.9,500,423.1,50,0,0.9549642857143861,0
1588338540,286.88,286.9,286.8,286.9,5751,690.65,42.857142857142854,0,1.0015107142858142,0
1588338600,287,287.05,287,287.05,264,698.85,35.714285714285715,0,1.0442178571429719,0
1588338660,287.49,287.65,287.49,287.65,1200,748.85,100,0,1.1655142857144116,0
1588338720,287.6,287.6,287.6,287.6,100,748.85,92.85714285714286,0,1.2682642857144155,0
1588338780,287.44,287.44,287.41,287.41,200,748.85,85.71428571428571,0,1.276264285714424,0
1588338840,287.34,287.34,287.23,287.29,600,753.85,78.57142857142857,42.857142857142854,1.1782107142858544,0
1588338900,287.2,287.27,287.08,287.08,422,729.95,71.42857142857143,35.714285714285715,0.9983392857144224,0
1588338960,286.9,286.9,286.7,286.8,1529,796.4,64.28571428571429,28.571428571428573,0.7891892857144308,0
1588339020,286.85,287.18,286.81,287.18,1181,847.2,57.142857142857146,21.428571428571427,0.6547535714287198,0
1588339080,287.16,287.44,287.16,287.44,600,847.2,50,14.285714285714286,0.5768178571430098,0
1588339140,287.53,287.65,287.53,287.65,300,808.25,42.857142857142854,7.142857142857143,0.5425928571430121,0
1588339200,287.45,287.72,287.4,287.4,2718,926.7,100,0,0.5023321428572949,0
1588339260,287.4,287.4,286.88,286.88,2527,1048.05,92.85714285714286,64.28571428571429,0.4061464285715828,0
1588339320,286.9,286.9,286.74,286.77,2100,1148.05,85.71428571428571,57.142857142857146,0.26361071428587013,0
1588339380,286.28,286.28,286.28,286.28,100,1087.1,78.57142857142857,100,0.047789285714440966,0
1588339440,286.31,286.33,286.31,286.33,550,1099.6,71.42857142857143,92.85714285714286,-0.15512142857127653,0
1588339500,286.54,286.54,286.41,286.41,350,1104.6,64.28571428571429,85.71428571428571,-0.3576392857141284,0
1588339560,286.25,286.28,286.25,286.28,690,1114.1,57.142857142857146,100,-0.5747428571426978,0
1588339620,286.24,286.34,286.24,286.34,200,1094.1,50,100,-0.7131607142855514,0
1588339680,286.1,286.1,286.02,286.02,300,1084.1,42.857142857142854,100,-0.8766285714284103,0
1588339740,286.1,286.1,286.1,286.1,200,806.55,35.714285714285715,92.85714285714286,-1.0006357142855513,0
1588339800,286.22,289.31,285.85,289.29,64648,4025.75,100,100,-0.5752428571426907,0
1588339860,289.25,289.35,288.47,289.04,33806,5656.05,100,92.85714285714286,-0.1756392857141178,0
1588339920,289.16,289.72,288.34,288.56,33746,7338.35,100,85.71428571428571,0.09841428571445393,0
1588339980,288.3,289.38,288.3,289.16,22446,8450.65,92.85714285714286,78.57142857142857,0.45384642857159424,0
1588340040,289.17,290.44,288.96,290.44,26771,9759.2,100,71.42857142857143,0.9708928571430202,0
1588340100,290.3,290.39,289.53,290.055,20233,10749.75,92.85714285714286,64.28571428571429,1.3429589285715924,0
1588340160,290.065,291.18,290.05,291.12,30149,12180.75,100,57.142857142857146,1.7947267857144529,0
1588340220,291.15,291.7,290.68,291.585,39108,14077.1,100,50,2.273530357143025,0
1588340280,291.46,292.16,291.3,292.16,42218,16158,100,42.857142857142854,2.79156250000017,0
1588340340,292.06,293,291.59,292.61,40189,18152.45,100,35.714285714285715,3.3001160714287474,0
1588340400,292.64,293.55,292.28,292.96,43153,20174.2,100,28.571428571428573,3.750712500000163,0
1588340460,292.59,292.86,291.88,291.9,35837,21839.7,92.85714285714286,21.428571428571427,3.8816696428572985,0
1588340520,292,292.56,291.78,291.96,36790,23574.2,85.71428571428571,14.285714285714286,3.949987500000144,0
1588340580,291.95,292.08,291.09,291.32,31977,25168.05,78.57142857142857,7.142857142857143,3.7895482142858583,0
1588340640,291.34,291.68,291.04,291.28,32239,26752.5,71.42857142857143,0,3.569326785714418,0
1588340700,291.21,291.56,290.57,290.7,38446,28657.3,64.28571428571429,14.285714285714286,3.1972875000001353,0
1588340760,290.67,291.17,290.33,290.58,24486,29847.1,57.142857142857146,7.142857142857143,2.749766071428705,0
1588340820,290.59,291.61,290.59,291.18,21421,30908.15,50,0,2.3792017857144243,0
1588340880,291.14,291.99,291.1,291.87,19108,31848.55,42.857142857142854,0,2.0600267857144283,0
1588340940,291.78,292.07,291.51,292,22831,32980.1,35.714285714285715,0,1.7110696428572825,0
1588341000,291.95,292.23,291.62,291.77,44916,31993.5,28.571428571428573,0,1.4371803571429973,0
1588341060,291.9,292.81,291.79,292.75,28616,31734,21.428571428571427,64.28571428571429,1.316358928571566,0
1588341120,292.8,293.73,292.8,293.58,45048,32299.1,100,57.142857142857146,1.2592482142858574,0
1588341180,293.46,293.52,292.75,292.89,23887,32371.15,92.85714285714286,50,1.0645982142858545,0
1588341240,292.87,293.39,292.33,292.42,31344,32599.8,85.71428571428571,42.857142857142854,0.8535625000001432,0
1588341300,292.38,293.16,292.38,292.99,13770,32276.65,78.57142857142857,35.714285714285715,0.6931553571430067,0
1588341360,292.94,292.94,292.35,292.37,11002,31319.3,71.42857142857143,28.571428571428573,0.49268035714301117,0
1588341420,292.4,293.96,292.39,293.96,52054,31966.6,100,21.428571428571427,0.6262839285715853,0
1588341480,294,294.73,293.3,294.73,48041,32257.75,100,14.285714285714286,0.9095839285715912,0
1588341540,294.81,294.82,293.99,294.18,32112,31853.9,100,7.142857142857143,1.1086053571430237,0
1588341600,294.19,295.42,293.5,295.15,63834,32887.95,100,0,1.4852232142858737,0
1588341660,295.24,296.29,295.15,295.86,28571,32524.65,100,0,1.834616071428728,0
1588341720,295.84,296.57,295.7,296.31,40412,32705.75,100,0,2.2230982142858684,0
1588341780,296.23,296.55,295.84,295.87,35968,32905.3,92.85714285714286,0,2.4229589285715876,0
1588341840,295.88,296.65,295.84,296.44,31281,32857.4,100,0,2.6724160714287186,0
1588341900,296.41,297.58,296.16,297.58,53055,33587.85,100,0,2.9691732142858536,0
1588341960,297.63,298.34,297.21,297.91,46881,34707.6,100,14.285714285714286,3.182183928571571,0
1588342020,297.86,298.59,297.59,298.15,63437,36808.4,100,7.142857142857143,3.37742321428585,0
1588342080,298.15,299,297.99,298.67,46522,38179.1,100,0,3.619987500000144,0
1588342140,298.67,298.88,298.13,298.19,50004,39537.75,92.85714285714286,7.142857142857143,3.7095303571429925,0
1588342200,298.2,298.2,297.47,297.48,22260,38404.95,85.71428571428571,0,3.5232910714287113,0
1588342260,297.42,297.69,297.26,297.52,21516,38049.95,78.57142857142857,0,3.3667839285715666,0
1588342320,297.57,297.57,296.93,297.33,20456,36820.35,71.42857142857143,0,3.220062500000139,0
1588342380,297.27,297.87,297.27,297.63,38379,37544.95,64.28571428571429,7.142857142857143,3.0222303571429983,0
1588342440,297.72,298,297.62,297.79,18715,36913.5,57.142857142857146,0,2.7559196428572923,0
1588342500,297.77,297.77,297.09,297.38,19930,37221.5,50,0,2.413860714285854,0
1588342560,297.4,297.4,296.71,296.97,27123,38027.55,42.857142857142854,0,1.8970964285715655,0
1588342620,296.92,296.94,296.37,296.45,25224,36686.05,35.714285714285715,0,1.371378571428713,0
1588342680,296.45,296.72,296.1,296.6,21396,35353.8,28.571428571428573,0,0.9336035714287196,0
1588342740,296.62,296.92,296.58,296.59,15355,34515.95,21.428571428571427,92.85714285714286,0.45490714285728506,0
1588342800,296.59,296.63,296.05,296.52,23466,32497.55,14.285714285714286,100,-0.017667857142731336,0
1588342860,296.49,297.04,296.49,296.81,13094,31723.7,7.142857142857143,92.85714285714286,-0.38310357142845675,0
1588342920,296.8,296.8,296.17,296.17,10780,30242.1,0,85.71428571428571,-0.7984607142855937,0
1588342980,296.08,296.22,295.79,295.84,19218,29404.6,0,100,-1.2668892857141705,0
1588343040,295.84,295.84,295.36,295.36,17938,28737.45,0,100,-1.6996392857141727,0
1588343100,295.46,296.13,295.37,296.03,23886,27279,21.428571428571427,92.85714285714286,-1.8585214285713385,0
1588343160,296.07,296.23,295.82,296.23,13698,25619.85,14.285714285714286,85.71428571428571,-1.9142107142856246,0
1588343220,296.25,296.35,295.66,295.75,15392,23217.6,7.142857142857143,78.57142857142857,-1.9962535714285035,0
1588343280,295.76,295.76,295.19,295.42,15474,21665.2,0,100,-2.028232142857071,0
1588343340,295.43,296.14,295.41,296.14,27758,20552.9,0,92.85714285714286,-1.878746428571377,0
1588343400,296.08,296.65,296.05,296.4,21509,20515.35,0,85.71428571428571,-1.7062214285713897,0
1588343460,296.3,296.3,295.16,295.28,17173,20298.2,28.571428571428573,100,-1.7189535714285535,0
1588343520,295.32,295.71,295.25,295.7,20682,20309.5,21.428571428571427,92.85714285714286,-1.6300857142857108,0
1588343580,295.61,295.86,295.29,295.63,9206,18850.85,14.285714285714286,85.71428571428571,-1.4930107142857172,0
1588343640,295.5,295.86,295.38,295.83,8443,18337.25,7.142857142857143,78.57142857142857,-1.2602892857142853,0
1588343700,295.84,296.41,295.8,296.39,15723,18126.9,0,71.42857142857143,-0.9212000000000014,0
1588343760,296.28,296.73,296.25,296.38,14853,17513.4,0,64.28571428571429,-0.6025464285714324,0
1588343820,296.38,296.41,295.65,295.65,15033,17003.85,92.85714285714286,57.142857142857146,-0.4902535714285788,0
1588343880,295.54,296.19,295.45,296.16,15145,16691.3,85.71428571428571,50,-0.2708321428571381,0
1588343940,296.07,296.18,295.96,296.04,6214,16234.25,78.57142857142857,42.857142857142854,-0.0798035714285561,0
1588344000,296,296.05,295.54,295.8,14136,15767.75,71.42857142857143,35.714285714285715,0.01720000000001387,0
1588344060,295.76,296.58,295.75,296.47,12118,15718.95,64.28571428571429,28.571428571428573,0.2588964285714521,0
1588344120,296.38,296.47,296.09,296.1,6889,15524.4,57.142857142857146,21.428571428571427,0.35426071428574346,0
1588344180,296.08,296.22,295.84,295.93,8549,14990.95,50,14.285714285714286,0.3673357142857403,0
1588344240,295.83,295.83,294.91,295.26,31910,15689.55,42.857142857142854,100,0.2128142857143107,0
1588344300,295.25,295.25,294.91,295.04,8543,14922.4,35.714285714285715,92.85714285714286,0.0759250000000179,0
1588344360,294.96,295.36,294.96,295.14,6766,14575.8,28.571428571428573,85.71428571428571,-0.017199999999991222,0
1588344420,295.1,295.1,294.72,294.94,14546,14533.5,21.428571428571427,100,-0.17931428571428037,0
1588344480,295,295.25,294.94,295.1,15388,14529.2,14.285714285714286,92.85714285714286,-0.3343928571428463,0
1588344540,295.12,295.24,294.95,295.03,11644,13723.5,7.142857142857143,85.71428571428571,-0.41464999999999536,0
1588344600,295.09,295.51,294.98,295.34,13782,13337.15,0,78.57142857142857,-0.3961214285714415,0
1588344660,295.34,295.35,294.98,295.19,6316,12794.3,28.571428571428573,71.42857142857143,-0.5080821428571702,0
1588344720,295.11,295.34,295.04,295.25,6320,12076.2,21.428571428571427,64.28571428571429,-0.571117857142893,0
1588344780,295.17,295.29,294.9,295.12,7950,12013.4,14.285714285714286,57.142857142857146,-0.662746428571473,0
1588344840,295.08,295.15,294.95,295.02,19613,12571.9,7.142857142857143,50,-0.7419642857143336,0
1588344900,295.12,296.09,295.11,295.96,18583,12714.9,0,42.857142857142854,-0.5748000000000438,0
1588344960,296.03,296.41,295.85,296.39,8090,12376.75,0,35.714285714285715,-0.3132035714286166,0
1588345020,296.41,297.315,296.32,296.89,22503,12750.25,100,28.571428571428573,-0.07677142857148495,0
1588345080,296.9,297.2,296.82,297.05,12443,12615.15,92.85714285714286,21.428571428571427,0.2159857142856514,0
1588345140,296.94,297.19,296.44,296.87,30732,13841.05,85.71428571428571,14.285714285714286,0.44495357142851044,0
1588345200,296.83,297.04,296.73,296.84,13626,13815.55,78.57142857142857,7.142857142857143,0.6267892857142173,0
1588345260,296.79,296.8,296.51,296.64,13447,13882,71.42857142857143,0,0.8276392857142266,0
1588345320,296.69,296.7,296.38,296.55,11340,14104.55,64.28571428571429,35.714285714285715,0.9711749999999466,0
1588345380,296.51,296.58,296.15,296.33,8546,14104.4,57.142857142857146,28.571428571428573,1.0477714285713762,0
1588345440,296.28,296.48,296.25,296.33,8567,12937.25,50,21.428571428571427,1.0527249999999493,0
1588345500,296.28,296.77,296.25,296.71,12809,13150.55,42.857142857142854,14.285714285714286,1.0865357142856698,0
1588345560,296.75,297,296.35,296.39,10232,13323.85,35.714285714285715,7.142857142857143,1.0457821428571006,0
1588345620,296.35,296.62,296.23,296.55,8306,13011.85,28.571428571428573,0,0.9904642857142604,0
1588345680,296.52,296.97,296.39,296.86,15739,13029.4,21.428571428571427,0,0.9831678571428526,0
1588345740,296.8,297.24,296.74,297.19,13511,13122.75,14.285714285714286,0,1.003325000000004,0
1588345800,297.16,297.16,296.83,296.88,6012,12734.25,7.142857142857143,0,0.9682857142857214,0
1588345860,296.69,296.8,296.57,296.75,5983,12717.6,0,42.857142857142854,0.8727464285714323,0
1588345920,296.72,296.81,296.41,296.565,4289,12616.05,78.57142857142857,35.714285714285715,0.7298339285714324,0
1588345980,296.59,296.59,296.23,296.44,5703,12503.7,71.42857142857143,28.571428571428573,0.533626785714298,0
1588346040,296.41,296.73,296.3,296.68,4180,11732.05,64.28571428571429,21.428571428571427,0.3497357142857358,0
1588346100,296.66,296.66,295.93,296.02,9831,11294.45,57.142857142857146,100,0.09116428571430968,0
1588346160,296.03,296.03,295.66,295.79,6127,11196.3,50,100,-0.1386624999999686,0
1588346220,295.72,295.88,295.42,295.42,5435,10342.9,42.857142857142854,100,-0.36503392857139616,0
1588346280,295.42,295.51,295.25,295.4,8679,10154.7,35.714285714285715,100,-0.5358857142856885,0
1588346340,295.49,295.55,295.36,295.44,7919,9014.05,28.571428571428573,92.85714285714286,-0.6817821428571167,0
1588346400,295.36,295.71,295.36,295.66,7848,8725.15,21.428571428571427,85.71428571428571,-0.7599303571428331,0
1588346460,295.72,296.14,295.71,296.14,6879,8396.75,14.285714285714286,78.57142857142857,-0.7443910714285444,0
1588346520,296.14,296.2,295.9,296.195,6076,8133.55,7.142857142857143,71.42857142857143,-0.7144196428571141,0
1588346580,296.18,296.32,295.89,296.05,4082,7910.35,0,64.28571428571429,-0.7227410714285392,0
1588346640,296.02,296.1,295.64,295.66,8155,7889.75,0,57.142857142857146,-0.7940339285713905,0
1588346700,295.64,295.85,295.52,295.54,7485,7623.55,7.142857142857143,50,-0.8343839285713872,0
1588346760,295.53,295.53,295.22,295.39,7311,7477.5,0,100,-0.9115803571428142,0
1588346820,295.39,295.42,295.07,295.14,6198,7372.1,7.142857142857143,100,-0.9974589285713829,0
1588346880,295.13,295.22,295.04,295.06,7524,6961.35,0,100,-1.0414839285713837,0
1588346940,295.03,295.03,294.74,295.03,12645,6918.05,0,100,-1.011255357142822,0
1588347000,295.06,295.11,294.57,294.57,11275,7181.2,50,100,-1.039641071428532,0
1588347060,294.54,294.56,294.23,294.35,14088,7586.45,42.857142857142854,100,-1.073148214285674,0
1588347120,294.38,294.43,293.95,294.05,14020,8073,35.714285714285715,100,-1.1314017857142478,0
1588347180,294.01,294.26,294.01,294.26,12023,8389,28.571428571428573,92.85714285714286,-1.134230357142828,0
1588347240,294.34,294.43,294.16,294.19,4540,8407,21.428571428571427,85.71428571428571,-1.1022589285714073,0
1588347300,294.23,294.78,294.22,294.66,10042,8417.55,14.285714285714286,78.57142857142857,-1.0262874999999803,0
1588347360,294.6,294.87,294.49,294.85,5150,8368.7,7.142857142857143,71.42857142857143,-0.9286589285714058,0
1588347420,294.89,295.13,294.85,295.13,8367,8515.3,0,64.28571428571429,-0.809819642857123,0
1588347480,295.14,295.38,295.09,295.14,12524,8707.55,0,57.142857142857146,-0.6959660714285664,0
1588347540,295.09,295.73,295.09,295.64,7338,8678.5,0,50,-0.4963589285714346,0
1588347600,295.57,295.57,295.18,295.18,3821,8477.15,92.85714285714286,42.857142857142854,-0.374741071428583,0
1588347660,295.16,295.18,294.95,295.05,6821,8474.25,85.71428571428571,35.714285714285715,-0.23273035714287538,0
1588347720,295.04,295.28,294.98,294.98,4324,8386.65,78.57142857142857,28.571428571428573,-0.0929625000000246,0
1588347780,295,295.11,294.68,294.69,5901,8477.6,71.42857142857143,21.428571428571427,-0.004116071428593049,0
1588347840,294.65,294.83,294.53,294.74,6402,8389.95,64.28571428571429,14.285714285714286,0.07367678571426572,0
1588347900,294.74,294.74,294,294.05,13839,8707.65,57.142857142857146,7.142857142857143,0.020580357142838457,0
1588347960,294.15,294.38,294.11,294.29,12640,8974.1,50,0,0.006851785714266256,0
1588348020,294.29,294.39,294.24,294.34,8096,9069,42.857142857142854,85.71428571428571,-0.01566250000002234,0
1588348080,294.36,294.44,293.62,293.74,16123,9498.95,35.714285714285715,100,-0.13849821428573572,0
1588348140,293.77,293.99,293.77,293.81,5336,9133.5,28.571428571428573,92.85714285714286,-0.23183392857146068,0
1588348200,293.87,293.92,293.26,293.4,15625,9351,21.428571428571427,100,-0.40719107142860733,0
1588348260,293.41,293.9,293.31,293.58,11942,9243.7,14.285714285714286,92.85714285714286,-0.5535803571428931,0
1588348320,293.64,293.65,293.37,293.65,10225,9053.95,7.142857142857143,85.71428571428571,-0.7042785714286108,0
1588348380,293.59,293.65,293.44,293.53,3909,8648.25,0,78.57142857142857,-0.8551214285714615,0
1588348440,293.54,293.75,293.36,293.74,12460,9044.25,0,71.42857142857143,-0.9663660714285998,0
1588348500,293.75,294.17,293.74,294.13,13479,9216.1,7.142857142857143,64.28571428571429,-0.9493089285714447,0
1588348560,294.15,294.15,293.65,293.71,13279,9622.55,0,57.142857142857146,-0.986442857142861,0
1588348620,293.62,293.62,293.15,293.44,10660,9737.2,0,100,-1.0262321428571342,0
1588348680,293.47,293.88,293.28,293.38,10770,9649.5,0,92.85714285714286,-1.05456964285713,0
1588348740,293.51,293.64,293.36,293.46,6875,9626.35,0,85.71428571428571,-0.9877624999999794,0
1588348800,293.45,293.45,292.49,292.5,25167,10693.65,14.285714285714286,100,-1.0696749999999744,0
1588348860,292.5,292.96,292.5,292.7,6267,10665.95,7.142857142857143,92.85714285714286,-1.0930285714285382,0
1588348920,292.75,292.88,292.67,292.84,6839,10791.7,0,85.71428571428571,-1.0608999999999622,0
1588348980,292.85,292.9,292.6,292.67,9532,10973.25,42.857142857142854,78.57142857142857,-1.0463857142856632,0
1588349040,292.67,292.86,292.25,292.3,16419,11474.1,35.714285714285715,100,-1.050871428571365,0
1588349100,292.25,292.58,292.22,292.5,12037,11384,28.571428571428573,100,-1.043285714285656,0
1588349160,292.53,293,292.42,292.8,16963,11600.15,21.428571428571427,92.85714285714286,-0.9451178571427986,0
1588349220,292.87,292.87,292.54,292.63,5885,11489.6,14.285714285714286,85.71428571428571,-0.8633785714285148,0
1588349280,292.66,292.71,292.36,292.4,9468,11156.85,7.142857142857143,78.57142857142857,-0.8510249999999466,0
1588349340,292.41,292.6,292.32,292.5,4965,11138.3,0,71.42857142857143,-0.8060249999999567,0
1588349400,292.62,292.87,292.57,292.65,5311,10622.6,0,64.28571428571429,-0.7612785714285306,0
1588349460,292.66,292.79,292.59,292.66,4324,10241.7,7.142857142857143,57.142857142857146,-0.6995607142856735,0
1588349520,292.66,292.7,292.39,292.53,7685,10114.7,0,50,-0.6554928571428362,0
1588349580,292.57,292.62,292.41,292.43,6358,10237.15,0,42.857142857142854,-0.6391714285714076,0
1588349640,292.44,292.83,292.36,292.82,7932,10010.75,0,35.714285714285715,-0.5285499999999778,0
1588349700,292.88,293.21,292.72,293.03,13334,10003.5,100,28.571428571428573,-0.33983214285711705,0
1588349760,293.06,293.11,292.98,293.06,5885,9633.8,92.85714285714286,21.428571428571427,-0.17410714285711748,0
1588349820,293.04,293.17,292.94,293.17,14002,9800.9,85.71428571428571,14.285714285714286,-0.018910714285694352,0
1588349880,293.21,293.37,293.07,293.37,5956,9560.2,100,7.142857142857143,0.16630357142859253,0
1588349940,293.38,293.74,293.38,293.64,8499,9641.4,100,0,0.3929714285714423,0
1588350000,293.7,293.72,293.43,293.53,4810,8623.55,92.85714285714286,21.428571428571427,0.5072750000000099,0
1588350060,293.5,293.52,293.29,293.29,5992,8609.8,85.71428571428571,14.285714285714286,0.5711142857143046,0
1588350120,293.31,293.31,292.96,292.98,5245,8530.1,78.57142857142857,7.142857142857143,0.5786392857143061,0
1588350180,292.99,293,291.69,291.77,24460,9276.5,71.42857142857143,100,0.3714428571428705,0
1588350240,291.75,292.18,291.39,291.39,20677,9489.4,64.28571428571429,100,0.08970000000001388,0
1588350300,291.43,291.59,291.36,291.46,5707,9172.9,57.142857142857146,100,-0.1393785714285659,0
